c1: An order must be delivered in 72,a1: alert case manager,168,o10
c1: An order must be delivered in 72,a1: alert case manager,192,o10
c1: An order must be delivered in 72,a1: alert case manager,216,o20
c1: An order must be delivered in 72,a1: alert case manager,240,o20
c1: An order must be delivered in 72,a1: alert case manager,288,o30
c1: An order must be delivered in 72,a1: alert case manager,312,o30
c1: An order must be delivered in 72,a1: alert case manager,336,o40
c1: An order must be delivered in 72,a1: alert case manager,360,o40
c1: An order must be delivered in 72,a1: alert case manager,384,o50
c1: An order must be delivered in 72,a1: alert case manager,456,o60
c1: An order must be delivered in 72,a1: alert case manager,480,o60
c1: An order must be delivered in 72,a1: alert case manager,504,o70
c1: An order must be delivered in 72,a1: alert case manager,504,o77
c1: An order must be delivered in 72,a1: alert case manager,528,o70
c1: An order must be delivered in 72,a1: alert case manager,552,o80
c1: An order must be delivered in 72,a1: alert case manager,552,o70
c1: An order must be delivered in 72,a1: alert case manager,576,o80
c1: An order must be delivered in 72,a1: alert case manager,576,o90
c1: An order must be delivered in 72,a1: alert case manager,600,o90
c1: An order must be delivered in 72,a1: alert case manager,648,o100
c1: An order must be delivered in 72,a1: alert case manager,672,o111
c1: An order must be delivered in 72,a1: alert case manager,672,o100
c1: An order must be delivered in 72,a1: alert case manager,696,o110
c1: An order must be delivered in 72,a1: alert case manager,720,o110
c1: An order must be delivered in 72,a1: alert case manager,744,o120
c1: An order must be delivered in 72,a1: alert case manager,768,o120
c1: An order must be delivered in 72,a1: alert case manager,792,o130
c1: An order must be delivered in 72,a1: alert case manager,816,o130
c1: An order must be delivered in 72,a1: alert case manager,864,o140
c1: An order must be delivered in 72,a1: alert case manager,888,o140
c1: An order must be delivered in 72,a1: alert case manager,912,o150
c1: An order must be delivered in 72,a1: alert case manager,936,o150
c1: An order must be delivered in 72,a1: alert case manager,960,o160
c1: An order must be delivered in 72,a1: alert case manager,984,o160
c1: An order must be delivered in 72,a1: alert case manager,144,o10
c1: An order must be delivered in 72,a1: alert case manager,168,o20
c1: An order must be delivered in 72,a1: alert case manager,168,o10
c1: An order must be delivered in 72,a1: alert case manager,192,o30
c1: An order must be delivered in 72,a1: alert case manager,192,o10
c1: An order must be delivered in 72,a1: alert case manager,192,o20
c1: An order must be delivered in 72,a1: alert case manager,216,o30
c1: An order must be delivered in 72,a1: alert case manager,216,o40
c1: An order must be delivered in 72,a1: alert case manager,240,o50
c1: An order must be delivered in 72,a1: alert case manager,240,o40
c1: An order must be delivered in 72,a1: alert case manager,264,o50
c1: An order must be delivered in 72,a1: alert case manager,288,o60
c1: An order must be delivered in 72,a1: alert case manager,312,o70
c1: An order must be delivered in 72,a1: alert case manager,312,o60
c1: An order must be delivered in 72,a1: alert case manager,336,o90
c1: An order must be delivered in 72,a1: alert case manager,336,o70
c1: An order must be delivered in 72,a1: alert case manager,336,o80
c1: An order must be delivered in 72,a1: alert case manager,360,o90
c1: An order must be delivered in 72,a1: alert case manager,360,o98
c1: An order must be delivered in 72,a1: alert case manager,360,o101
c1: An order must be delivered in 72,a1: alert case manager,360,o107
c1: An order must be delivered in 72,a1: alert case manager,360,o80
c1: An order must be delivered in 72,a1: alert case manager,384,o90
c1: An order must be delivered in 72,a1: alert case manager,384,o100
c1: An order must be delivered in 72,a1: alert case manager,384,o108
c1: An order must be delivered in 72,a1: alert case manager,408,o100
c1: An order must be delivered in 72,a1: alert case manager,408,o121
c1: An order must be delivered in 72,a1: alert case manager,408,o120
c1: An order must be delivered in 72,a1: alert case manager,408,o110
c1: An order must be delivered in 72,a1: alert case manager,408,o119
c1: An order must be delivered in 72,a1: alert case manager,408,o117
c1: An order must be delivered in 72,a1: alert case manager,432,o120
c1: An order must be delivered in 72,a1: alert case manager,432,o128
c1: An order must be delivered in 72,a1: alert case manager,432,o110
c1: An order must be delivered in 72,a1: alert case manager,456,o130
c1: An order must be delivered in 72,a1: alert case manager,456,o138
c1: An order must be delivered in 72,a1: alert case manager,456,o137
c1: An order must be delivered in 72,a1: alert case manager,480,o145
c1: An order must be delivered in 72,a1: alert case manager,480,o140
c1: An order must be delivered in 72,a1: alert case manager,480,o130
c1: An order must be delivered in 72,a1: alert case manager,504,o152
c1: An order must be delivered in 72,a1: alert case manager,504,o150
c1: An order must be delivered in 72,a1: alert case manager,504,o145
c1: An order must be delivered in 72,a1: alert case manager,504,o140
c1: An order must be delivered in 72,a1: alert case manager,528,o150
c1: An order must be delivered in 72,a1: alert case manager,528,o140
c1: An order must be delivered in 72,a1: alert case manager,528,o166
c1: An order must be delivered in 72,a1: alert case manager,528,o165
c1: An order must be delivered in 72,a1: alert case manager,528,o164
c1: An order must be delivered in 72,a1: alert case manager,528,o163
c1: An order must be delivered in 72,a1: alert case manager,528,o162
c1: An order must be delivered in 72,a1: alert case manager,528,o160
c1: An order must be delivered in 72,a1: alert case manager,552,o140
c1: An order must be delivered in 72,a1: alert case manager,552,o178
c1: An order must be delivered in 72,a1: alert case manager,552,o177
c1: An order must be delivered in 72,a1: alert case manager,552,o176
c1: An order must be delivered in 72,a1: alert case manager,552,o175
c1: An order must be delivered in 72,a1: alert case manager,552,o170
c1: An order must be delivered in 72,a1: alert case manager,552,o174
c1: An order must be delivered in 72,a1: alert case manager,552,o173
c1: An order must be delivered in 72,a1: alert case manager,552,o172
