
o2,24,ok
o6,24,ok
o3,24,ok
o1,24,ok
o5,24,ok
o7,24,ok
o4,24,ok
o8,24,ok
o16,48,ok
o3,48,ok
o5,48,ok
o1,48,ok
o11,48,ok
o12,48,ok
o6,48,ok
o15,48,ok
o7,48,ok
o9,48,ok
o4,48,ok
o2,48,ok
o13,48,ok
o14,48,ok
o8,48,ok
o14,72,ok
o1,72,ok
o8,72,ok
o4,72,ok
o2,72,ok
o13,72,ok
o15,72,ok
o9,72,ok
o7,72,ok
o11,72,ok
o10,72,ok
o6,72,ok
o12,72,ok
o17,72,ok
o5,72,ok
o3,72,ok
o16,72,ok
o24,96,ok
o10,96,ok
o6,96,ok
o15,96,ok
o17,96,ok
o25,96,ok
o22,96,ok
o23,96,ok
o13,96,ok
o26,96,ok
o8,96,ok
o2,96,ok
o9,96,ok
o5,96,ok
o18,96,ok
o4,96,ok
o19,96,ok
o1,96,ok
o21,96,ok
o3,96,ok
o11,96,ok
o29,96,ok
o14,96,ok
o7,96,ok
o28,96,ok
o12,96,ok
o27,96,ok
o16,96,ok
o16,120,ok
o23,120,ok
o18,120,ok
o5,120,ok
o11,120,ok
o27,120,ok
o17,120,ok
o19,120,ok
o8,120,ok
o28,120,ok
o25,120,ok
o13,120,ok
o14,120,ok
o3,120,ok
o21,120,ok
o31,120,ok
o10,120,ok
o20,120,ok
o2,120,ok
o12,120,ok
o9,120,ok
o4,120,ok
o1,120,ok
o15,120,ok
o24,120,ok
o22,120,ok
o32,120,ok
o29,120,ok
o7,120,ok
o26,120,ok
o6,120,ok
o14,144,ok
o28,144,ok
o27,144,ok
o36,144,ok
o16,144,ok
o37,144,ok
o22,144,ok
o12,144,ok
o5,144,ok
o2,144,ok
o7,144,ok
o11,144,ok
o35,144,ok
o31,144,ok
o24,144,ok
o15,144,ok
o9,144,ok
o34,144,ok
o19,144,ok
o6,144,ok
o13,144,ok
o23,144,ok
o30,144,ok
o8,144,ok
o26,144,ok
o1,144,ok
o18,144,ok
o4,144,ok
o17,144,ok
o10,144,nok
o33,144,ok
o29,144,ok
o3,144,ok
o21,144,ok
o25,144,ok
o20,144,ok
o32,144,ok
o8,168,ok
o20,168,ok
o35,168,ok
o14,168,ok
o45,168,ok
o10,168,nok
o4,168,ok
o21,168,ok
o29,168,ok
o24,168,ok
o34,168,ok
o5,168,ok
o28,168,ok
o26,168,ok
o22,168,ok
o17,168,ok
o12,168,ok
o7,168,ok
o13,168,ok
o19,168,ok
o16,168,ok
o1,168,ok
o37,168,ok
o9,168,ok
o43,168,ok
o2,168,ok
o31,168,ok
o18,168,ok
o30,168,ok
o39,168,ok
o36,168,ok
o15,168,ok
o42,168,ok
o32,168,ok
o38,168,ok
o41,168,ok
o3,168,ok
o27,168,ok
o44,168,ok
o6,168,ok
o11,168,ok
o25,168,ok
o33,168,ok
o23,168,ok
o29,192,ok
o47,192,ok
o19,192,ok
o39,192,ok
o48,192,ok
o17,192,ok
o14,192,ok
o34,192,ok
o35,192,ok
o23,192,ok
o31,192,ok
o8,192,ok
o18,192,ok
o21,192,ok
o7,192,ok
o41,192,ok
o24,192,ok
o20,192,nok
o33,192,ok
o22,192,ok
o11,192,ok
o37,192,ok
o28,192,ok
o10,192,ok
o12,192,ok
o40,192,ok
o26,192,ok
o6,192,ok
o30,192,ok
o46,192,ok
o51,192,ok
o13,192,ok
o15,192,ok
o16,192,ok
o5,192,ok
o44,192,ok
o25,192,ok
o43,192,ok
o36,192,ok
o38,192,ok
o9,192,ok
o27,192,ok
o3,192,ok
o42,192,ok
o45,192,ok
o32,192,ok
o47,216,ok
o55,216,ok
o29,216,ok
o30,216,nok
o35,216,ok
o36,216,ok
o18,216,ok
o40,216,ok
o12,216,ok
o21,216,ok
o32,216,ok
o52,216,ok
o23,216,ok
o50,216,ok
o28,216,ok
o42,216,ok
o56,216,ok
o22,216,ok
o41,216,ok
o15,216,ok
o25,216,ok
o37,216,ok
o48,216,ok
o11,216,ok
o39,216,ok
o20,216,nok
o57,216,ok
o16,216,ok
o54,216,ok
o10,216,ok
o19,216,ok
o43,216,ok
o24,216,ok
o38,216,ok
o45,216,ok
o14,216,ok
o13,216,ok
o33,216,ok
o17,216,ok
o26,216,ok
o51,216,ok
o27,216,ok
o34,216,ok
o31,216,ok
o53,216,ok
o46,216,ok
o49,216,ok
o44,216,ok
o9,216,ok
o54,240,ok
o63,240,ok
o44,240,ok
o50,240,ok
o49,240,ok
o11,240,ok
o36,240,ok
o46,240,ok
o37,240,ok
o61,240,ok
o47,240,ok
o16,240,ok
o53,240,ok
o41,240,ok
o39,240,ok
o33,240,ok
o22,240,ok
o45,240,ok
o32,240,ok
o26,240,ok
o30,240,nok
o55,240,ok
o40,240,ok
o21,240,ok
o59,240,ok
o62,240,ok
o64,240,ok
o14,240,ok
o23,240,ok
o29,240,ok
o24,240,ok
o27,240,ok
o12,240,ok
o34,240,ok
o35,240,ok
o51,240,ok
o20,240,ok
o19,240,ok
o10,240,ok
o28,240,ok
o57,240,ok
o58,240,ok
o13,240,ok
o17,240,ok
o38,240,ok
o56,240,ok
o48,240,ok
o43,240,ok
o52,240,ok
o25,240,ok
o18,240,ok
o42,240,ok
o31,240,ok
