,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
850,851,pick_item,Resource5,285,287,o71,o71-i0,,
854,855,store_package,Resource10,286,291,o69,,o69-p1,
856,857,place_order,Resource4,287,289,o72,,,
857,858,pick_item,Resource5,287,289,o71,o71-i1,,
860,861,place_order,Resource1,288,292,o73,,,
862,863,check_availability,Resource6,288,290,o72,o72-i0,,
863,864,check_availability,Resource7,288,288,o72,o72-i1,,
866,867,pick_item,Resource5,289,292,o72,o72-i1,,
867,868,check_availability,Resource7,289,292,o73,o73-i0,,
868,869,check_availability,Resource8,289,290,o73,o73-i1,,
871,872,place_order,Resource3,290,294,o74,,,
872,873,pick_item,Resource6,290,291,o72,o72-i0,,
873,874,pick_item,Resource8,290,290,o73,o73-i1,,
876,877,check_availability,Resource6,291,293,o74,o74-i0,,
877,878,check_availability,Resource8,291,293,o74,o74-i1,,
879,880,start_route,Resource20,291,297,o69,,,o69-p1-r1
880,881,receive_payment,Resource1,292,296,o69,,,
881,882,pick_item,Resource5,292,294,o73,o73-i0,,
883,884,pick_item,Resource6,293,296,o74,o74-i0,,
884,885,pick_item,Resource7,293,294,o74,o74-i1,,
886,887,place_order,Resource3,294,293,o75,,,
890,891,place_order,Resource3,295,298,o76,,,
891,892,check_availability,Resource5,295,295,o75,o75-i0,,
892,893,check_availability,Resource7,295,297,o75,o75-i1,,
896,897,place_order,Resource1,296,298,o77,,,
897,898,place_order,Resource4,296,298,o78,,,
898,899,pick_item,Resource5,296,298,o75,o75-i0,,
899,900,check_availability,Resource6,296,299,o76,o76-i0,,
900,901,check_availability,Resource8,296,299,o76,o76-i1,,
901,902,check_availability,Resource7,297,299,o60,o60-i0,,
903,904,check_availability,Resource5,298,300,o60,o60-i1,,
904,905,load_package,Resource18,298,305,o69,,,o69-p1-r1
905,906,pick_item,Resource6,299,300,o50,o50-i0,,
906,907,pick_item,Resource7,299,302,o50,o50-i1,,
907,908,pick_item,Resource8,299,301,o75,o75-i1,,
909,910,check_availability,Resource5,300,302,o77,o77-i0,,
910,911,check_availability,Resource6,300,300,o77,o77-i1,,
913,914,place_order,Resource1,301,305,o79,,,
914,915,check_availability,Resource6,301,303,o78,o78-i0,,
915,916,check_availability,Resource8,301,303,o78,o78-i1,,
918,919,send_invoice,Resource2,302,305,o50,,,
919,920,pick_item,Resource5,302,305,o76,o76-i0,,
920,921,pick_item,Resource7,302,304,o76,o76-i1,,
921,922,pick_item,Resource6,303,305,o77,o77-i1,,
922,923,pick_item,Resource8,303,304,o77,o77-i0,,
924,925,place_order,Resource3,304,307,o70,,,
925,926,check_availability,Resource7,304,305,o79,o79-i0,,
926,927,check_availability,Resource8,304,305,o79,o79-i1,,
928,929,send_invoice,Resource1,305,310,o71,,,
929,930,send_invoice,Resource2,305,311,o72,,,
930,931,send_invoice,Resource4,305,310,o73,,,
931,932,pick_item,Resource5,305,305,o78,o78-i0,,
932,933,pick_item,Resource6,305,307,o78,o78-i1,,
933,934,pick_item,Resource7,305,304,o79,o79-i0,,
934,935,pick_item,Resource8,305,308,o79,o79-i1,,
935,936,pack_items,Resource9,305,309,o40,,o40-p1,
936,937,pack_items,Resource10,305,310,o71,,o71-p1,
937,938,pack_items,Resource11,305,311,o72,,o72-p1,
938,939,pack_items,Resource12,305,310,o73,,o73-p1,
939,940,load_package,Resource14,305,312,o20,,,o20-p1-r1
940,941,deliver_package,Resource15,305,311,o69,,,o69-p1-r1
943,944,send_invoice,Resource3,307,314,o75,,,
944,945,pack_items,Resource9,309,314,o74,,o74-p1,
946,947,send_invoice,Resource1,310,316,o74,,,
947,948,send_invoice,Resource4,310,315,o76,,,
948,949,pack_items,Resource10,310,316,o75,,o75-p1,
949,950,pack_items,Resource12,310,315,o76,,o76-p1,
950,951,send_invoice,Resource2,311,315,o77,,,
951,952,pack_items,Resource11,311,316,o77,,o77-p1,
953,954,failed_delivery,Resource15,311,315,o69,,,o69-p1-r1
955,956,receive_payment,Resource3,314,318,o40,,,
956,957,pack_items,Resource9,314,319,o78,,o78-p1,
957,958,send_invoice,Resource2,315,318,o78,,,
958,959,send_invoice,Resource4,315,321,o79,,,
959,960,pack_items,Resource12,315,321,o79,,o79-p1,
960,961,unload_package,Resource15,315,320,o69,,,o69-p1-r1
961,962,receive_payment,Resource1,316,321,o71,,,
962,963,store_package,Resource10,316,321,o71,,o71-p1,
963,964,store_package,Resource11,316,322,o73,,o73-p1,
964,965,start_route,Resource13,316,319,o30,,,o30-p1-r1
965,966,receive_payment,Resource2,318,324,o73,,,
966,967,receive_payment,Resource3,318,322,o72,,,
967,968,store_package,Resource9,319,324,o72,,o72-p1,
968,969,end_route,Resource13,320,324,o69,,,o69-p1-r1
969,970,place_order,Resource1,321,324,o81,,,
970,971,place_order,Resource4,321,323,o82,,,
971,972,store_package,Resource10,321,326,o74,,o74-p1,
972,973,store_package,Resource12,321,327,o76,,o76-p1,
973,974,start_route,Resource14,321,327,o69,,,o69-p1-r1
974,975,start_route,Resource15,321,327,o71,,,o71-p1-r1
975,976,receive_payment,Resource3,322,326,o75,,,
976,977,check_availability,Resource5,322,324,o81,o81-i0,,
977,978,check_availability,Resource6,322,325,o81,o81-i1,,
978,979,check_availability,Resource7,322,326,o82,o82-i0,,
979,980,check_availability,Resource8,322,325,o82,o82-i1,,
980,981,store_package,Resource11,322,327,o75,,o75-p1,
981,982,start_route,Resource16,322,325,o73,,,o73-p1-r1
982,983,receive_payment,Resource4,323,327,o76,,,
983,984,receive_payment,Resource1,324,329,o77,,,
984,985,receive_payment,Resource2,324,329,o74,,,
985,986,pick_item,Resource5,324,326,o81,o81-i0,,
986,987,store_package,Resource9,324,329,o77,,o77-p1,
987,988,start_route,Resource13,324,329,o72,,,o72-p1-r1
988,989,pick_item,Resource6,325,326,o81,o81-i1,,
989,990,pick_item,Resource8,325,328,o82,o82-i1,,
990,991,load_package,Resource16,325,330,o73,,,o73-p1-r1
991,992,receive_payment,Resource3,326,332,o78,,,
992,993,pick_item,Resource5,326,328,o82,o82-i0,,
993,994,store_package,Resource10,326,333,o78,,o78-p1,
994,995,start_route,Resource17,326,330,o74,,,o74-p1-r1
995,996,place_order,Resource4,327,328,o83,,,
996,997,store_package,Resource11,327,332,o79,,o79-p1,
997,998,load_package,Resource14,327,333,o69,,,o69-p1-r1
998,999,load_package,Resource15,327,332,o71,,,o71-p1-r1
999,1000,start_route,Resource18,327,331,o75,,,o75-p1-r1
1000,1001,start_route,Resource19,327,331,o76,,,o76-p1-r1
1001,1002,receive_payment,Resource4,328,334,o79,,,
1002,1003,check_availability,Resource5,328,331,o83,o83-i0,,
1003,1004,check_availability,Resource6,328,330,o83,o83-i1,,
1004,1005,place_order,Resource1,329,333,o84,,,
1005,1006,place_order,Resource2,329,331,o85,,,
1006,1007,load_package,Resource13,329,333,o72,,,o72-p1-r1
1007,1008,start_route,Resource20,329,332,o77,,,o77-p1-r1
1008,1009,pick_item,Resource6,330,331,o60,o60-i0,,
1009,1010,pick_item,Resource7,330,332,o83,o83-i1,,
1010,1011,check_availability,Resource8,330,333,o84,o84-i0,,
1012,1013,load_package,Resource17,330,335,o74,,,o74-p1-r1
1013,1014,place_order,Resource2,331,333,o86,,,
1014,1015,pick_item,Resource5,331,333,o60,o60-i1,,
1015,1016,check_availability,Resource6,331,333,o84,o84-i1,,
1018,1019,check_availability,Resource7,332,332,o85,o85-i0,,
1022,1023,check_availability,Resource5,333,334,o85,o85-i1,,
1023,1024,pick_item,Resource6,333,333,o83,o83-i0,,
1024,1025,pick_item,Resource7,333,334,o85,o85-i0,,
1025,1026,check_availability,Resource8,333,335,o86,o86-i0,,
