
o2,24,ok
o4,24,ok
o8,24,ok
o3,24,ok
o1,24,ok
o5,24,ok
o6,24,ok
o7,24,ok
o15,48,ok
o13,48,ok
o8,48,ok
o14,48,ok
o9,48,ok
o12,48,ok
o1,48,ok
o4,48,ok
o6,48,ok
o3,48,ok
o16,48,ok
o2,48,ok
o5,48,ok
o7,48,ok
o11,48,ok
o9,72,ok
o16,72,ok
o10,72,ok
o8,72,ok
o14,72,ok
o12,72,ok
o5,72,ok
o11,72,ok
o17,72,ok
o6,72,ok
o3,72,ok
o7,72,ok
o13,72,ok
o15,72,ok
o14,96,ok
o27,96,ok
o15,96,ok
o29,96,ok
o16,96,ok
o23,96,ok
o26,96,ok
o9,96,ok
o11,96,ok
o12,96,ok
o21,96,ok
o28,96,ok
o17,96,ok
o22,96,ok
o24,96,ok
o13,96,ok
o25,96,ok
o19,96,ok
o18,96,ok
o12,120,ok
o13,120,ok
o10,120,ok
o29,120,ok
o17,120,ok
o20,120,ok
o11,120,ok
o14,120,ok
o23,120,ok
o26,120,ok
o25,120,ok
o31,120,ok
o28,120,ok
o16,120,ok
o21,120,ok
o18,120,ok
o27,120,ok
o24,120,ok
o32,120,ok
o22,120,ok
o19,120,ok
o37,144,ok
o35,144,ok
o33,144,ok
o32,144,ok
o21,144,ok
o24,144,ok
o27,144,ok
o31,144,ok
o20,144,ok
o34,144,ok
o19,144,ok
o30,144,ok
o23,144,ok
o25,144,ok
o28,144,ok
o26,144,ok
o36,144,ok
o10,144,nok
o29,144,ok
o22,144,ok
o36,168,ok
o31,168,ok
o33,168,ok
o35,168,ok
o21,168,ok
o41,168,ok
o25,168,ok
o38,168,ok
o26,168,ok
o29,168,ok
o42,168,ok
o39,168,ok
o27,168,ok
o32,168,ok
o44,168,ok
o45,168,ok
o43,168,ok
o22,168,ok
o28,168,ok
o37,168,ok
o34,168,ok
o29,192,ok
o43,192,ok
o48,192,ok
o31,192,ok
o40,192,ok
o38,192,ok
o45,192,ok
o10,192,nok
o39,192,ok
o44,192,ok
o47,192,ok
o42,192,ok
o20,192,ok
o37,192,ok
o51,192,ok
o36,192,ok
o41,192,ok
o46,192,ok
o33,192,ok
o34,192,ok
o30,192,ok
o35,192,ok
o32,192,ok
o30,216,nok
o45,216,ok
o49,216,ok
o48,216,ok
o44,216,ok
o55,216,ok
o46,216,ok
o50,216,ok
o53,216,ok
o20,216,nok
o40,216,ok
o35,216,ok
o10,216,nok
o51,216,ok
o52,216,ok
o42,216,ok
o41,216,ok
o54,216,ok
o56,216,ok
o47,216,ok
o43,216,ok
o48,240,ok
o59,240,ok
o45,240,ok
o47,240,ok
o65,240,ok
o51,240,ok
o43,240,ok
o41,240,ok
o49,240,ok
o53,240,ok
o61,240,ok
o58,240,ok
o62,240,ok
o52,240,ok
o54,240,ok
o46,240,ok
o56,240,ok
o63,240,ok
o55,240,ok
o64,240,ok
o57,240,ok
o53,264,ok
o63,264,ok
o10,264,nok
o51,264,ok
o54,264,ok
o52,264,ok
o50,264,ok
o71,264,ok
o64,264,ok
o20,264,nok
o65,264,ok
o40,264,ok
o62,264,ok
o68,264,ok
o66,264,ok
o60,264,ok
o61,264,ok
o58,264,ok
o57,264,ok
o56,264,ok
o67,264,ok
o30,264,nok
o59,264,ok
o69,264,ok
o55,264,ok
o72,264,ok
o68,288,ok
o76,288,ok
o67,288,ok
o72,288,ok
o69,288,ok
o64,288,ok
o10,288,nok
o66,288,ok
o50,288,ok
o20,288,nok
o30,288,nok
o70,288,ok
o55,288,ok
o75,288,ok
o60,288,ok
o61,288,ok
o62,288,ok
o77,288,ok
o65,288,ok
o73,288,ok
o74,288,ok
o71,288,ok
o63,288,ok
o40,288,nok
o79,312,ok
o50,312,nok
o67,312,ok
o82,312,ok
o69,312,ok
o66,312,ok
o83,312,ok
o77,312,ok
o81,312,ok
o20,312,nok
o68,312,ok
o71,312,ok
o62,312,ok
o84,312,ok
o78,312,ok
o40,312,nok
o73,312,ok
o74,312,ok
o64,312,ok
o76,312,ok
o75,312,ok
o72,312,ok
o30,336,nok
o87,336,ok
o71,336,nok
o84,336,ok
o82,336,ok
o60,336,nok
o81,336,ok
o72,336,ok
o75,336,ok
o91,336,ok
o85,336,ok
o40,336,nok
o10,336,ok
o83,336,ok
o70,336,ok
o80,336,ok
o74,336,ok
o89,336,ok
o77,336,ok
o79,336,ok
o88,336,ok
o76,336,ok
o78,336,ok
o86,336,ok
o50,336,nok
o68,336,nok
o79,360,ok
o89,360,ok
o71,360,ok
o96,360,ok
o92,360,ok
o10,360,ok
o94,360,ok
o70,360,ok
o50,360,nok
o68,360,ok
o95,360,ok
o83,360,ok
o76,360,ok
o80,360,ok
o40,360,nok
o20,360,ok
o60,360,nok
o85,360,ok
o30,360,nok
o81,360,ok
o87,360,ok
o82,360,ok
o97,360,ok
o93,360,ok
o84,360,ok
o86,360,ok
o88,360,ok
o90,360,ok
o91,360,ok
o96,384,ok
o91,384,ok
o93,384,ok
o99,384,ok
o103,384,ok
o94,384,ok
o101,384,ok
o88,384,ok
o98,384,ok
o80,384,ok
o95,384,ok
o20,384,ok
o87,384,ok
o102,384,ok
o89,384,ok
o97,384,ok
o86,384,ok
o60,384,nok
o92,384,ok
o104,384,ok
o102,408,ok
o105,408,ok
o104,408,ok
o90,408,ok
o60,408,nok
o107,408,ok
o50,408,nok
o96,408,ok
o97,408,ok
o80,408,ok
o94,408,ok
o70,408,nok
o40,408,nok
o111,408,ok
o30,408,ok
o95,408,ok
o100,408,ok
o109,408,ok
o93,408,ok
o92,408,ok
o106,408,ok
o98,408,ok
o101,408,ok
o108,408,ok
o99,408,ok
o103,408,ok
o113,432,ok
o30,432,ok
o40,432,ok
o116,432,ok
o109,432,ok
o60,432,nok
o104,432,ok
o108,432,ok
o90,432,ok
o111,432,ok
o117,432,ok
o105,432,ok
o110,432,ok
o106,432,ok
o103,432,ok
o50,432,nok
o92,432,ok
o112,432,ok
o102,432,ok
o107,432,ok
o101,432,ok
o100,432,ok
o70,432,nok
o114,432,ok
o80,432,nok
o115,432,ok
o127,456,ok
o110,456,ok
o116,456,ok
o124,456,ok
o122,456,ok
o117,456,ok
o128,456,ok
o118,456,ok
o115,456,ok
o119,456,ok
o100,456,ok
o108,456,ok
o123,456,ok
o113,456,ok
o125,456,ok
o126,456,ok
o111,456,ok
o121,456,ok
o114,456,ok
o109,456,ok
o112,456,ok
